latent_id,V_prime,p_value,p_adjusted
8110,0.3159,0.0017914253142230583,
5888,0.2473,4.517662027438054e-11,
7928,0.2123,0.00545371852185866,
9544,0.2053,0.010215530917106266,
13768,0.1989,2.5094640496914296e-09,
3303,0.198,4.3685836658184484e-07,
3899,0.197,4.282779718903354e-05,
9159,0.1965,4.6384543732288884e-09,
8770,0.1958,1.9762307712879706e-06,
6335,0.1947,0.01688071214924321,
14984,0.1944,4.8144015446129916e-08,
7211,0.1935,7.922287311152002e-07,
15040,0.1885,1.2434077693618888e-07,
6445,0.1873,0.0087441428000422,
7077,0.1865,1.279519481836261e-06,
16182,0.1862,4.612991469454541e-08,
5486,0.1855,0.0005180852577711391,
10489,0.1837,3.461172549789926e-08,
10330,0.1787,4.509266643251387e-06,
1471,0.1784,5.105690387109895e-07,
14841,0.1771,6.73249390408376e-07,
9899,0.1761,1.6515635368668796e-06,
8543,0.1759,5.5538432276178834e-08,
3060,0.1758,6.506686772957504e-08,
4303,0.1751,1.4509384978337538e-05,
7337,0.1727,0.0031549183142311307,
8996,0.1709,0.00042519530155945694,
12558,0.1701,2.0040839150992625e-05,
11180,0.1691,8.189983564396969e-09,
1721,0.1686,1.861766410135892e-06,
6394,0.1659,2.2656830153810955e-06,
10721,0.1659,7.178690323961659e-06,
11981,0.163,4.466063607936485e-06,
11952,0.1608,0.010358091789818058,
12999,0.1593,2.1182992058776787e-05,
5248,0.1592,2.1615088961264227e-06,
263,0.1581,0.000527596045686497,
6885,0.1581,4.19025201272586e-06,
8615,0.1572,7.237267212981645e-06,
9588,0.157,1.5356328172067077e-06,
14079,0.1568,0.006615444449006621,
3957,0.1562,0.028777465693142452,
12694,0.1562,6.0006296076938124e-06,
14792,0.1562,2.632636151105197e-06,
12479,0.156,5.852055082015042e-06,
9912,0.1554,0.029472187100581332,
567,0.1542,1.4712511458059906e-05,
5507,0.1533,2.5042323127040728e-05,
13174,0.1532,0.006430269206071326,
16206,0.152,0.02976006428062033,
4640,0.1518,2.7691561193861736e-05,
13524,0.1518,2.1054699009195435e-05,
8068,0.1494,2.2378206529469076e-05,
1012,0.1492,8.985099753631722e-05,
9205,0.1492,1.2245505219863997e-05,
2995,0.1488,5.770050464644248e-05,
2127,0.1484,0.0004404740732356552,
10577,0.1484,0.00040479107912289584,
13024,0.1483,0.015771902356297485,
8736,0.1479,3.731872067742363e-05,
12154,0.1462,6.873856968786072e-05,
9975,0.1455,1.852984471044357e-05,
4600,0.145,0.00038316913444682264,
7148,0.1449,0.00012893914384146847,
8691,0.1449,1.7622605361831394e-05,
12337,0.1441,1.2067607046028408e-05,
5427,0.1433,4.7553147330558835e-05,
14729,0.1431,0.0010602249398838114,
12941,0.1428,0.0464939034420578,
2273,0.1424,0.03223286417784582,
14689,0.1424,0.033387312751495535,
610,0.1422,0.00010649412603276722,
